Business Name,Address,City,Phone Number,Website,Category / Cuisine,Source,Confidence Score (Independent),LastName,Email
Decadence,Brampton ON L7A 1X3,Guelph,(647) 627-7020,,,YellowPages.ca,1,Unknown300,Unknown300@gmail.com
Cake Fairy,9 Delphinium Way Brampton ON L7A 0N4,Guelph,(905) 970-0515,https://www.facebook.com/Cake-fairy-105322023447925/,,YellowPages.ca,1,Unknown301,Unknown301@gmail.com
Tria Café & Bakery,110-2525 Old Bronte Rd Oakville ON L6M 4J2,Guelph,(905) 582-4280,http://www.triacafeandbakery.com/,,YellowPages.ca,1,Unknown302,Unknown302@gmail.com
Old Bagel House,120-101 Osler Dr Dundas ON L9H 4H4,Guelph,(905) 627-5299,http://www.greatcanadianbagel.com/,,YellowPages.ca,1,Unknown303,Unknown303@gmail.com
S'N's Cakes,20 Speedwell St Brampton ON L6X 2Z1,Guelph,(647) 955-8911,https://www.facebook.com/SnS-Cakes-909108429154261/,,YellowPages.ca,1,Unknown304,Unknown304@gmail.com
Heather Cookie Co.,1369 Janina Blvd Burlington ON L7P 1K5,Guelph,(416) 938-7381,,,YellowPages.ca,1,Unknown305,Unknown305@gmail.com
Kowalski BREAD,3023 Saint Malo Cir Mississauga ON L5N 1T1,Guelph,(647) 299-3121,https://www.facebook.com/kowalskibread/,,YellowPages.ca,1,Unknown306,Unknown306@gmail.com
Rashmi's Bakery,110 Pertosa Drive Brampton ON L6X 5E9,Guelph,(905) 970-0666,http://www.rashmisbakery.com/,,YellowPages.ca,1,Unknown307,Unknown307@gmail.com
Golden Cake,3302 Trelawny Cir Mississauga ON L5N 5G9,Guelph,(647) 781-6880,https://www.facebook.com/goldencakesandsweets/,,YellowPages.ca,1,Unknown308,Unknown308@gmail.com
Ray Third Bistro Bakery,1475 Queen St Alton ON L7K 0E4,Guelph,(519) 941-6121,,,YellowPages.ca,1,Unknown309,Unknown309@gmail.com
True North Pet Bakery,2253 Mountain Grove Ave Burlington ON L7P 2H8,Guelph,(905) 691-3176,,,YellowPages.ca,1,Unknown310,Unknown310@gmail.com
Cookies By Design,G101-85 Montpelier St Brampton ON L6Y 6H4,Guelph,(905) 451-2232,https://www.cookiesbydesign.ca/locations/ontario/brampton/l6y6h4_501.aspx,,YellowPages.ca,1,Unknown311,Unknown311@gmail.com
Cake House,9466 Creditview Rd Brampton ON L6X 3B6,Guelph,(905) 997-0960,,,YellowPages.ca,1,Unknown312,Unknown312@gmail.com
Papiala House Suits And Restaurants,305 Royal West Dr Brampton ON L6X 5K8,Guelph,(905) 451-2015,http://patialahouseinfo.ca/,,YellowPages.ca,1,Unknown313,Unknown313@gmail.com
Biryani Culture,3 Sidford Rd Brampton ON L7A 0P8,Guelph,(647) 518-2619,https://www.facebook.com/www.biryaniculture.ca/,,YellowPages.ca,1,Unknown314,Unknown314@gmail.com
Nougat Bakery And Delicatessen,248 Stirling Ave S Kitchener ON N2G 4L1,Guelph,(519) 570-1303,https://www.facebook.com/nougat.ca,,YellowPages.ca,1,Unknown315,Unknown315@gmail.com
Punjabi By Nature,57-8887 The Gore Rd Brampton ON L6P 2K9,Guelph,(905) 794-4667,,,YellowPages.ca,1,Unknown316,Unknown316@gmail.com
The Brothers Indian Street Food,7491 Nashville Rd Kleinburg ON L0J 1C0,Guelph,(647) 410-0816,,,YellowPages.ca,1,Unknown317,Unknown317@gmail.com
Desi Tadkaa,101-538 Highway 8 Stoney Creek ON L8G 5G2,Guelph,(905) 930-7275,,,YellowPages.ca,1,Unknown318,Unknown318@gmail.com
Royal tandoori Indian Cusine,438 Highway 8 Stoney Creek ON L8G 1G3,Guelph,(289) 700-2798,http://www.facebook.com/560279404324200,,YellowPages.ca,1,Unknown319,Unknown319@gmail.com
Blue Ice Lounge,3-1590 Dundas St E Mississauga ON L4X 2Z2,Guelph,(647) 718-2470,http://www.blueicelounge.com/,,YellowPages.ca,1,Unknown320,Unknown320@gmail.com
The Brampton Nilgiris Inc,4525 Ebenezer Rd Brampton ON L6P 2K8,Guelph,(905) 794-7444,http://nilgiristoronto.ca/,,YellowPages.ca,1,Unknown321,Unknown321@gmail.com
Tropical Nights Restaurant,1105 Queensway E Mississauga ON L4Y 4C1,Guelph,(905) 848-6857,http://www.tropicalnights.ca/,,YellowPages.ca,1,Unknown322,Unknown322@gmail.com
Bengali Kitchen Toronto,7105 Harwick Dr Mississauga ON L4T 3A5,Guelph,(905) 956-2285,https://www.facebook.com/swagata.halder94/,,YellowPages.ca,1,Unknown323,Unknown323@gmail.com
Prem Sweets & Restaurant,4550 Ebenezer Rd Brampton ON L6P 2R2,Guelph,(905) 794-1233,http://www.premsweets.ca/,,YellowPages.ca,1,Unknown324,Unknown324@gmail.com
Hakka Urban Bistro,13-8280 Hwy 27 Woodbridge ON L4H 0R9,Guelph,(905) 856-2422,,,YellowPages.ca,1,Unknown325,Unknown325@gmail.com
Nilkanth Foods,43-8887 The Gore Rd Brampton ON L6P 2K9,Guelph,(647) 430-0648,https://www.facebook.com/Nilkanth-Foods-613158782039791/,,YellowPages.ca,1,Unknown326,Unknown326@gmail.com
Bombay To Go,59 Lakeshore Rd E Mississauga ON L5G 1C9,Guelph,(905) 990-1110,,,YellowPages.ca,1,Unknown327,Unknown327@gmail.com
Indian Cuisine By The Lake,56A Lakeshore Rd E Mississauga ON L5G 1E1,Guelph,(905) 891-3333,http://www.indiancuisinebythelake.com/,,YellowPages.ca,1,Unknown328,Unknown328@gmail.com
Eclipse Advantage Canada Inc,3415 Dixie Rd Mississauga ON L4Y 2B1,Guelph,(416) 419-5222,http://www.facebook.com/1927684587559614,,YellowPages.ca,1,Unknown329,Unknown329@gmail.com
Chaska,2325 Matheson Blvd E Mississauga ON L4W 5B3,Guelph,(905) 292-0707,,,YellowPages.ca,1,Unknown330,Unknown330@gmail.com
Kebob,3417 Derry Rd E Mississauga ON L4T 1A8,Guelph,(905) 678-2324,http://www.thekebob.com/,,YellowPages.ca,1,Unknown331,Unknown331@gmail.com
New Cane Grove,3417 Derry Rd E Mississauga ON L4T 1A8,Guelph,(905) 677-3335,http://www.facebook.com/123165378548080,,YellowPages.ca,1,Unknown332,Unknown332@gmail.com
Tandoori Time,1727 Albion Rd Etobicoke ON M9V 4J9,Guelph,(416) 742-7272,http://www.tandooritime.com/,,YellowPages.ca,1,Unknown333,Unknown333@gmail.com
Harihar Thal,6230 Finch Ave W Toronto ON M9V 0A1,Guelph,(647) 833-2192,,,YellowPages.ca,1,Unknown334,Unknown334@gmail.com
Firangi,2880 QueenE Brampton ON L6S 6E8,Guelph,(905) 791-7678,http://www.firangi.org#modern-organic-thai,,YellowPages.ca,1,Unknown335,Unknown335@gmail.com
Indian Kitchen King & Puja Hut,1062 Albion Rd Etobicoke ON M9V 1A7,Guelph,(416) 742-4777,http://kitchenandpujahut.com/,,YellowPages.ca,1,Unknown336,Unknown336@gmail.com
Bombay On The Lake,3007 Lake Shore Blvd W Etobicoke ON M8V 1K2,Guelph,(416) 850-3721,http://www.bombayonthelake.ca/,,YellowPages.ca,1,Unknown337,Unknown337@gmail.com
Deccan Gusto,Woodbridge ON,Guelph,(905) 605-9015,,,YellowPages.ca,1,Unknown338,Unknown338@gmail.com
Peppers West Indian Takeout & Catering Ltd,3027 Islington Ave North York ON M9L 2K9,Guelph,(416) 789-4626,,,YellowPages.ca,1,Unknown339,Unknown339@gmail.com
Roti Palace of India,3321 Bloor St W Etobicoke ON M8X 1E7,Guelph,(416) 233-2217,http://www.rotipalaceofindia.ca/,,YellowPages.ca,1,Unknown340,Unknown340@gmail.com
Masala Bites,827 Albion Rd Etobicoke ON M9V 1A3,Guelph,(416) 743-5400,,,YellowPages.ca,1,Unknown341,Unknown341@gmail.com
Dosa Twist,827 Albion Rd Etobicoke ON M9V 1A3,Guelph,(416) 901-1213,,,YellowPages.ca,1,Unknown342,Unknown342@gmail.com
Roti Roti Restaurant,979 Albion Rd Etobicoke ON M9V 1A6,Guelph,(416) 745-9208,,,YellowPages.ca,1,Unknown343,Unknown343@gmail.com
Brar Sweets & Restaurant,2646 Islington Ave Etobicoke ON M9V 2X5,Guelph,(416) 745-4449,http://www.vegguide.org/,,YellowPages.ca,1,Unknown344,Unknown344@gmail.com
Tinnels West Indian Take Out,6210 Finch Ave W Toronto ON M9V 0A1,Guelph,(416) 741-3519,,,YellowPages.ca,1,Unknown345,Unknown345@gmail.com
Taste Of Bombay,2642A Islington Ave Etobicoke ON M9V 2X5,Guelph,(416) 519-6605,http://tasteofbombay.co.uk/,,YellowPages.ca,1,Unknown346,Unknown346@gmail.com
Karahi Point,2642 Islington Ave Etobicoke ON M9V 2X5,Guelph,(416) 746-6555,http://karahipoint.com/,,YellowPages.ca,1,Unknown347,Unknown347@gmail.com
Madras Dosa Hut,1123 Albion Road Toronto ON M9V 4J7,Guelph,(416) 677-3672,http://www.madrasdosahut.com/,,YellowPages.ca,1,Unknown348,Unknown348@gmail.com
Dosa Darbar,1150 Albion Rd Etobicoke ON M9V 1A8,Guelph,(416) 740-9009,http://www.dosadarbar.com/,,YellowPages.ca,1,Unknown349,Unknown349@gmail.com
Mehfil Indian Restaurant,1-2687 Kipling Ave Etobicoke ON M9V 5G6,Guelph,(647) 346-4444,https://mehfillindian.com/location/Etobicoke/,,YellowPages.ca,1,Unknown350,Unknown350@gmail.com
Nantha Caters,18-5010 Steeles Ave W Woodbridge ON M9V 5C6,Guelph,(416) 626-8421,,,YellowPages.ca,1,Unknown351,Unknown351@gmail.com
Tandoori Bites,2140 Kipling Ave Etobicoke ON M9W 4K5,Guelph,(416) 840-0150,http://www.facebook.com/pages/Tandoori-Bites/113675375324028,,YellowPages.ca,1,Unknown352,Unknown352@gmail.com
Biryani Villa,7205 Goreway Dr Mississauga ON L4T 2T9,Guelph,(905) 405-1419,https://www.tripadvisor.ca/Restaurant_Review-g154996-d23219752-Reviews-The_Biryani_Walla-Mississauga_Ontario.html,,YellowPages.ca,1,Unknown353,Unknown353@gmail.com
Bombay Clouds,7205 Goreway Dr Mississauga ON L4T 2T9,Guelph,(416) 893-1849,https://www.facebook.com/Bombayclouds/,,YellowPages.ca,1,Unknown354,Unknown354@gmail.com
J And M Roti Express,1530 Maingate Drive Mississauga ON L4W 4V8,Guelph,(905) 625-7775,http://www.shandrasrotishop.ca/,,YellowPages.ca,1,Unknown355,Unknown355@gmail.com
Mela Kitchen,1714 Lakeshore Rd W Mississauga ON L5J 1J5,Guelph,(905) 919-1374,http://www.mangorain.ca/,,YellowPages.ca,1,Unknown356,Unknown356@gmail.com
Authentic Kolkata Biriyani ( AKB ),99 Dundas St E ON L5A 1W7,Guelph,(519) 701-3663,,,YellowPages.ca,1,Unknown357,Unknown357@gmail.com
Bhaijaan Grill Sweets & Halal Restaurant,99 Dundas St E Mississauga ON L5A 1W7,Guelph,(905) 232-0565,http://www.bhaijaanzgrill.ca/,,YellowPages.ca,1,Unknown358,Unknown358@gmail.com
Punjaabi By Royal Paan,1400 AimcO Blvd Mississauga ON L4W 1B2,Guelph,(905) 238-0666,,,YellowPages.ca,1,Unknown359,Unknown359@gmail.com
Tabaq Restaurant,2580 Shepard Ave Mississauga ON L5A 4K3,Guelph,(905) 279-2345,http://www.apnatoronto.com/,,YellowPages.ca,1,Unknown360,Unknown360@gmail.com
Tasty Bite Restaurant,7079 Torbram Rd Mississauga ON L4T 1G7,Guelph,(905) 612-8100,http://tastybite.com/,,YellowPages.ca,1,Unknown361,Unknown361@gmail.com
Bajwa's Indian Restaurant,7310 Torbram Rd Mississauga ON L4T 3X2,Guelph,(905) 671-1717,http://www.switzersdeli.com/,,YellowPages.ca,1,Unknown362,Unknown362@gmail.com
Real Authentic Jamaican Restaurant & Bar,16-7385 Torbram Rd Mississauga ON L4T 3Y9,Guelph,(905) 673-6737,http://www.facebook.com/1603733536517367,,YellowPages.ca,1,Unknown363,Unknown363@gmail.com
Punjabi By Nature,13 EdvacDr Brampton ON L6S 5W6,Guelph,(905) 790-0190,,,YellowPages.ca,1,Unknown364,Unknown364@gmail.com
Tandoori Niwala,"1-7215 Goreway Dr, (Suite D05) Mississauga ON L4T 0B4",Guelph,(647) 612-6126,,,YellowPages.ca,1,Unknown365,Unknown365@gmail.com
Savana Restaurant & Lounge,5825 Dixie Rd Mississauga ON L4W 4V7,Guelph,(905) 564-3466,http://www.savanarestaurant.com/,,YellowPages.ca,1,Unknown366,Unknown366@gmail.com
Ira North Indian Lunch & Dinner Takeaway,1409-25 Fairview Rd W Mississauga ON L5B 3Y8,Guelph,(647) 381-2999,http://www.facebook.com/1565158863814205,,YellowPages.ca,1,Unknown367,Unknown367@gmail.com
Bhogi - House Of Biryani & Pulao,5977 Dixie Rd Mississauga ON L4W 1E8,Guelph,(905) 766-0150,,,YellowPages.ca,1,Unknown368,Unknown368@gmail.com
Grand Taj,90 Maritime Ontario Blvd Brampton ON L6S 0E7,Guelph,(905) 790-5005,,,YellowPages.ca,1,Unknown369,Unknown369@gmail.com
Gray Jay Inc,7-2565 Steeles Ave E Brampton ON L6T 4L6,Guelph,(905) 230-7776,,,YellowPages.ca,1,Unknown370,Unknown370@gmail.com
Khazana,9121 Airport Rd Brampton ON L6S 0B8,Guelph,(905) 789-8738,http://www.facebook.com/1904281193149645,,YellowPages.ca,1,Unknown371,Unknown371@gmail.com
Bombay Garden Sweets & Restaurant,2565 Steeles Ave E Brampton ON L6T 4L6,Guelph,(905) 794-4000,http://www.facebook.com/1063100297119396,,YellowPages.ca,1,Unknown372,Unknown372@gmail.com
Chan Pani Hamilton,3-2372 Barton St E Hamilton ON L8E 2W7,Guelph,(289) 396-2662,,,YellowPages.ca,1,Unknown373,Unknown373@gmail.com
Avsar Indian Restaurant,5150 Dixie Rd Mississauga ON L4W 1C9,Guelph,(905) 602-9594,,,YellowPages.ca,1,Unknown374,Unknown374@gmail.com
Royal Jasmine,5165 Dixie Rd Mississauga ON L4W 4G1,Guelph,(905) 602-0583,http://royaljasmine.ca/,,YellowPages.ca,1,Unknown375,Unknown375@gmail.com
Kerala Curry House,5120 Dixie Rd Mississauga ON L4W 4J7,Guelph,(905) 282-9111,,,YellowPages.ca,1,Unknown376,Unknown376@gmail.com
Ocean Palate Brampton,10910 Goreway Dr Brampton ON L6P 4N4,Guelph,(905) 913-4777,,,YellowPages.ca,1,Unknown377,Unknown377@gmail.com
GODAVARI - South Indian Grandma's Kitchen,680 Silver Creek Blvd Mississauga ON L5A 3Z1,Guelph,(905) 566-5922,http://www.godavari.ca/,,YellowPages.ca,1,Unknown378,Unknown378@gmail.com
Sha's Restaurant,3-3233 Brandon Gate Dr Mississauga ON L4T 3V8,Guelph,(905) 956-2446,http://www.facebook.com/212318692180237,,YellowPages.ca,1,Unknown379,Unknown379@gmail.com
Sardarji Grill,1975 Cottrelle Blvd Brampton ON L6P 2Z8,Guelph,(905) 913-2002,,,YellowPages.ca,1,Unknown380,Unknown380@gmail.com
Indian Kadhai Sweets Restaurants Inc,1975 Cottrelle Blvd Brampton ON L6P 2Z8,Guelph,(905) 913-1306,http://www.facebook.com/764912263644727,,YellowPages.ca,1,Unknown381,Unknown381@gmail.com
Habibi Lounge,2921 Derry Rd E Mississauga ON L4T 1A6,Guelph,(905) 956-6333,http://www.habibilounge.ca/,,YellowPages.ca,1,Unknown382,Unknown382@gmail.com
Sweet India Restaurant,7126 Airport Rd Mississauga ON L4T 2H1,Guelph,(905) 673-0041,http://www.sweetindia.com/,,YellowPages.ca,1,Unknown383,Unknown383@gmail.com
Chat Hut Sweets & Restaurant,7106 Airport Rd Mississauga ON L4T 2G8,Guelph,(905) 672-2428,http://chathut.ca/,,YellowPages.ca,1,Unknown384,Unknown384@gmail.com
Royal Paan,7136 Airport Rd Mississauga ON L4T 2H1,Guelph,(905) 673-7226,http://www.royalpaan.ca/,,YellowPages.ca,1,Unknown385,Unknown385@gmail.com
Chaska Indian Street Food Obsession,2325 Matheson Blvd E Mississauga ON L4W 5B3,Guelph,(905) 282-0707,http://www.chaska.com/,,YellowPages.ca,1,Unknown386,Unknown386@gmail.com
Himalaya Restaurant The,3-160 Centennial Pky N Hamilton ON L8E 1H9,Guelph,(905) 578-7400,https://www.facebook.com/pages/The-Himalya-Restaurant/144141972287493,,YellowPages.ca,1,Unknown387,Unknown387@gmail.com
Eat Way Of India,7454 Airport Rd Mississauga ON L4T 2H5,Guelph,(905) 405-1100,,,YellowPages.ca,1,Unknown388,Unknown388@gmail.com
Zauq Pakistani-Indian Hakka Cuisine,12-1325 Eglinton Ave E Mississauga ON L4W 4L9,Guelph,(905) 625-7786,http://www.zauq.ca/,,YellowPages.ca,1,Unknown389,Unknown389@gmail.com
Carribean Routi and Curry,5130 Dixie Rd Mississauga ON L4W 4K2,Guelph,(905) 282-0651,,,YellowPages.ca,1,Unknown390,Unknown390@gmail.com
Caribbean Roti & Curry,5130 Dixie Rd Mississauga ON L4W 4K2,Guelph,(905) 282-9358,http://www.caribbean-food-and-recipes.com/chicken-roti.html,,YellowPages.ca,1,Unknown391,Unknown391@gmail.com
Chutneys,3077 Bloor St W Etobicoke ON M8X 1C7,Guelph,(416) 231-9655,https://www.facebook.com/pages/Chutneys-Fine-Indian-Cuisine/446947392007036,,YellowPages.ca,1,Unknown392,Unknown392@gmail.com
Chutneys,3077 Bloor W Etobicoke ON M8X 1C7,Guelph,(647) 430-7851,http://www.chutneysrestaurant.com/,,YellowPages.ca,1,Unknown393,Unknown393@gmail.com
Tandoor Palace & Bar,2471 Finch Ave W North York ON M9M 2G1,Guelph,(416) 740-7732,http://tandooripalace.ca/,,YellowPages.ca,1,Unknown394,Unknown394@gmail.com
Nataraj Indian Cuisine,630 Bloor St W Toronto ON M6G 1K7,Guelph,(416) 928-2925,,,YellowPages.ca,1,Unknown395,Unknown395@gmail.com
Indian Rice Factory,414 Dupont St Toronto ON M5R 1V9,Guelph,(647) 748-2424,http://www.indianricefactory.com/,,YellowPages.ca,1,Unknown396,Unknown396@gmail.com
Colaba Junction,410 Bathurst St Toronto ON M5T 2S6,Guelph,(416) 972-6560,,,YellowPages.ca,1,Unknown397,Unknown397@gmail.com
SRIDEVI SOUTH INDIAN RESTAURANT,551 Bloor St W Toronto ON M5S 1Y6,Guelph,(416) 588-6184,,,YellowPages.ca,1,Unknown398,Unknown398@gmail.com
The Indian Thing,638 Queen Street West Toronto ON M6J 1E4,Guelph,(416) 364-3408,http://www.theindianthing.ca/,,YellowPages.ca,1,Unknown399,Unknown399@gmail.com
Annapurna Vegetarian Restaurant,1085 Bathurst St Toronto ON M5R 3G8,Guelph,(416) 537-8513,http://www.annapurna.ca/,,YellowPages.ca,1,Unknown400,Unknown400@gmail.com
Namaste India,"606 Bloor St W, Main Toronto ON M6G 1K4",Guelph,(416) 551-7079,,,YellowPages.ca,1,Unknown401,Unknown401@gmail.com
Barkat Indian Restaurant,712 Queen St W Toronto ON M6J 1E8,Guelph,(416) 363-8777,,,YellowPages.ca,1,Unknown402,Unknown402@gmail.com
Paldo Gangsan,694 Bloor St W Toronto ON M6G 1L4,Guelph,(416) 536-7517,https://www.facebook.com/pages/Paldo-Gangsan/151550281551294,,YellowPages.ca,1,Unknown403,Unknown403@gmail.com
Indian Grill,"A, 108 Ossington Ave Toronto ON M6J 2Z4",Guelph,(647) 347-6600,https://www.facebook.com/pages/Indian-Grill/305726482876447,,YellowPages.ca,1,Unknown404,Unknown404@gmail.com
Empire Grill Indian Cuisine,1100 Eglinton Ave W Toronto ON M6C 2E2,Guelph,(416) 785-1727,http://www.empiregrill.ca/,,YellowPages.ca,1,Unknown405,Unknown405@gmail.com
Cuisine Of India,64 Magnetic Dr North York ON M3J 2C4,Guelph,(416) 229-0377,http://www.cuisineofindia.org/,,YellowPages.ca,1,Unknown406,Unknown406@gmail.com
Panjara Indian Cuisine,796 Bloor St W Toronto ON M6G 1L7,Guelph,(647) 436-0394,http://www.torontobanjara.com/,,YellowPages.ca,1,Unknown407,Unknown407@gmail.com
Madras Masala South Indian Cuisine,796 Bloor St W Toronto ON M6G 1L7,Guelph,(416) 825-7340,,,YellowPages.ca,1,Unknown408,Unknown408@gmail.com
Madras Masala,796 Bloor St W Toronto ON M6G 1L7,Guelph,(647) 342-4359,http://www.madrasmasalatoronto.com/,,YellowPages.ca,1,Unknown409,Unknown409@gmail.com
Banjara Indian Cuisine,796 Bloor St W Toronto ON M6G 1L7,Guelph,(416) 963-9360,http://bloor.torontobanjara.com/,,YellowPages.ca,1,Unknown410,Unknown410@gmail.com
Pukka Restaurant,778 St Clair Ave W Toronto ON M6C 1B6,Guelph,(416) 342-1906,http://www.pukka.ca/,,YellowPages.ca,1,Unknown411,Unknown411@gmail.com
Falafel Queen,576 Queen St W Toronto ON M5V 2B5,Guelph,(416) 504-9736,http://www.facebook.com/161888177197255,,YellowPages.ca,1,Unknown412,Unknown412@gmail.com
Roti Mahal,554 Queen St W Toronto ON M5V 2B5,Guelph,(416) 546-9404,,,YellowPages.ca,1,Unknown413,Unknown413@gmail.com
Masala Guys,384 Bloor St W Toronto ON M5S 1X2,Guelph,(416) 902-3988,,,YellowPages.ca,1,Unknown414,Unknown414@gmail.com
Roti Cuisine Of India,308 Dupont St Toronto ON M5R 1V9,Guelph,(416) 968-9366,http://www.roticuisineofindia.com/,,YellowPages.ca,1,Unknown415,Unknown415@gmail.com
Tally Ho Restaurants,1536 Main St W Hamilton ON L8S 1E4,Guelph,(289) 768-1911,https://www.facebook.com/tallyhoroastbeef/,,YellowPages.ca,1,Unknown416,Unknown416@gmail.com
Lee's Take Out & Delivery Service,1825 Main St W Hamilton ON L8S 1H6,Guelph,(905) 528-0095,https://www.leeschinese.ca/,,YellowPages.ca,1,Unknown417,Unknown417@gmail.com
Canton Chinese Food & Takeout,170 Brantwood Park Rd Brantford ON N3P 1N7,Guelph,(519) 759-0099,http://www.facebook.com/pages/Canton-Chinese-Food-Take-Out/127620960611166,,YellowPages.ca,1,Unknown418,Unknown418@gmail.com
Sai Express Take Out,965 Bovaird Dr W Brampton ON L6X 5K7,Guelph,(905) 455-7003,,,YellowPages.ca,1,Unknown419,Unknown419@gmail.com
Island Style Take-Out,41 Baby Pointe Trail Brampton ON L7A 0W3,Guelph,(647) 655-5045,https://www.facebook.com/Island-Style-Take-Out-1605304559713991/,,YellowPages.ca,1,Unknown420,Unknown420@gmail.com
DQ Grill & Chill Restaurant,16-500 Laurier Ave Milton ON L9T 4R3,Guelph,(905) 878-2442,http://www.dairyqueen.com/,,YellowPages.ca,1,Unknown421,Unknown421@gmail.com
Lucky Garden Restaurants,101 Hazelglen Drive Kitchener ON N2M 5A2,Guelph,(226) 499-8574,http://www.luckygardenchinesefood.ca/,,YellowPages.ca,1,Unknown422,Unknown422@gmail.com
DQ Grill & Chill Restaurant,720 Westmount Rd E Kitchener ON N2E 2M6,Guelph,(519) 208-1185,,,YellowPages.ca,1,Unknown423,Unknown423@gmail.com
A & W Restaurant,Waterloo Town Sq Waterloo ON N2J 1P2,Guelph,(519) 746-0795,http://awrestaurants.com/,,YellowPages.ca,1,Unknown424,Unknown424@gmail.com
DQ Grill & Chill Restaurant,120 Ottawa St N Kitchener ON N2H 3K5,Guelph,(519) 744-9220,,,YellowPages.ca,1,Unknown425,Unknown425@gmail.com
Super Happy Garden Chinese Food Restaurant,259 Grange Rd Guelph ON N1E 6R5,Guelph,(519) 822-8889,https://super-happy-garden.com/,,YellowPages.ca,1,Unknown426,Unknown426@gmail.com
DQ Grill & Chill Restaurant,749 Woolwich St Guelph ON N1H 3Z2,Guelph,(519) 822-0422,http://www.dairyqueen.com/,,YellowPages.ca,1,Unknown427,Unknown427@gmail.com
Ayushi's Kitchen,5 Mariner Terrace Toronto ON M5V 3V6,Guelph,(226) 337-5213,https://www.cookin.com/cooks/ayushis-kitchen,,YellowPages.ca,1,Unknown428,Unknown428@gmail.com
Saffron Spice Kitchen,459 Queen St W Toronto ON M5V 2A9,Guelph,(416) 203-0222,http://saffronspicekitchen.com/,,YellowPages.ca,1,Unknown429,Unknown429@gmail.com
Tandoori Flavour,455 Spadina Ave Toronto ON M5S 2G8,Guelph,(416) 599-0599,http://www.facebook.com/128912757203183,,YellowPages.ca,1,Unknown430,Unknown430@gmail.com
INDIAN GRILL,108 Ossington Ave Toronto ON M6J 2Z4,Guelph,(647) 503-3878,,,YellowPages.ca,1,Unknown431,Unknown431@gmail.com
College Falafel,450 Ossington Ave Toronto ON M6G 3T2,Guelph,(416) 532-8698,https://www.collegefalafel.com/,,YellowPages.ca,1,Unknown432,Unknown432@gmail.com
Smriti's Sensational Catering,1-3 Harold St Etobicoke ON M8Z 3R4,Guelph,(416) 799-8438,http://smritiscatering.ca/,,YellowPages.ca,1,Unknown433,Unknown433@gmail.com
Tinnel's West Indian Take-Out,364 Signet Dr North York ON M9L 1V2,Guelph,(416) 743-1582,https://www.facebook.com/pages/Tinnels/576805869017377,,YellowPages.ca,1,Unknown434,Unknown434@gmail.com
Roti Palace,1845 Finch Ave W North York ON M3N 2V2,Guelph,(416) 630-0825,https://www.facebook.com/profile.php?id=100057286816928,,YellowPages.ca,1,Unknown435,Unknown435@gmail.com
Leela Indian Food Bar,3108 Dundas St W Toronto ON M6P 2A1,Guelph,(416) 769-7777,http://www.leelabyamaya.com/,,YellowPages.ca,1,Unknown436,Unknown436@gmail.com
Juicy Jerk`S West Indian Restaurant & Pastries,2865 Jane St North York ON M3N 2J5,Guelph,(289) 217-2531,,,YellowPages.ca,1,Unknown437,Unknown437@gmail.com
Bukhara Grill,2241 Bloor St W Toronto ON M6S 1N7,Guelph,(416) 551-5199,http://www.bukharaonbloor.com/,,YellowPages.ca,1,Unknown438,Unknown438@gmail.com
Luckys Corner,2111 Jane St North York ON M3M 1A2,Guelph,(416) 245-7783,http://www.luckycornerrestaurant.com/,,YellowPages.ca,1,Unknown439,Unknown439@gmail.com
Falafel World,2396 Bloor St W Toronto ON M6S 1P5,Guelph,(416) 769-9336,https://www.facebook.com/pages/Falafel-World/158499047520471,,YellowPages.ca,1,Unknown440,Unknown440@gmail.com
New Taste of the West Indian Restaurant,1822 Jane St York ON M9N 2T3,Guelph,(416) 240-7413,http://www.facebook.com/114396148607141,,YellowPages.ca,1,Unknown441,Unknown441@gmail.com
Tinnels West Indian Take,356 Signet Dr North York ON M9L 1V2,Guelph,(416) 743-3453,http://www.facebook.com/115824862482485,,YellowPages.ca,1,Unknown442,Unknown442@gmail.com
Savera Indian Cuisine,815 St Clair Ave W Toronto ON M6C 1B9,Guelph,(416) 657-2500,http://saveraindiancuisine.ca/,,YellowPages.ca,1,Unknown443,Unknown443@gmail.com
Karahi Point,2201 Finch Ave W North York ON M9M 2Y9,Guelph,(416) 749-2997,http://karahipoint.com/,,YellowPages.ca,1,Unknown444,Unknown444@gmail.com
Tich Modern Indian Cuisine,2314 Lake Shore Blvd W Etobicoke ON M8V 1B5,Guelph,(647) 349-8424,http://tich.ca/,,YellowPages.ca,1,Unknown445,Unknown445@gmail.com
Kothur Indian Cuisine,2403 Lake Shore Blvd W Etobicoke ON M8V 1C5,Guelph,(416) 253-5047,http://www.everestindiancuisine.com/,,YellowPages.ca,1,Unknown446,Unknown446@gmail.com
Panorama Restaurant,267 Scarlett Rd York ON M6N 4L1,Guelph,(416) 762-0367,http://www.facebook.com/1676756742575617,,YellowPages.ca,1,Unknown447,Unknown447@gmail.com
Maurya East Indian Cuisine - Etobicoke,2481 Lake Shore Blvd W Etobicoke ON M8V 1C5,Guelph,(647) 748-6001,http://mauryaeastindianroti.ca/,,YellowPages.ca,1,Unknown448,Unknown448@gmail.com
Caribu West Indian,A 3412-a Weston Rd ON M9M 2W1,Guelph,(647) 346-8833,,,YellowPages.ca,1,Unknown449,Unknown449@gmail.com
